titel;auteur;Plaatsing;Plaatsing omschrijving;Pl.Opmerking;Zizo Jeugd;Prijs;Jaargang;Genre Jeugd;Hoofdwoord;isbn;Exem-id;Magazijn;Materiaal;Min. leeftijd;Status;Bijlage;Categorie
Atlas van de klimaatverandering;Hooke, Dan;JIH;Jeugd info: natuur;;NAMIL;18.99;;;;3,00E+13;22870851;N;B5;0;B;;5
Atlas van de klimaatverandering;Hooke, Dan;JIH;Jeugd info: natuur;12+ - blauw;NAMIL;18.99;;;;3,00E+13;23172687;N;B5;0;B;;5
Atlas van de ruimte : reis langs sterren en planeten met de Klein;Kuipers, André;JII;Jeugd info: aarde - heelal;;AASTE;17.99;;;;3,00E+13;26919693;N;B5;0;B;;5
Atlas van de wereldrecords : het grootste, mooiste, kleinste, lel;Marrou, Élisabeth;JIJ;Jeugd info: landen;;LADEL;17.50;;;;NA1022547;5503450;N;B5;0;B;;5
Atlas van expedities en ontdekkingsreizigers : ontdek nieuwe were;Martins, Isabel Minhós;JIK;Jeugd info: geschiedenis;;GEONT;29.95;;;;3,00E+13;14759394;N;B5;0;B;;5
Atlas van monsters : mytische wezens uit de hele wereld;Lawrence, Sandra;JIP;Jeugd info: taal;;TASPR;19.99;;;;NA1108018;6203562;N;B5;0;B;;5
Atlas voor avonturiers;Sheppard, Sarah;JIJ;Jeugd info: landen;;LAATL;16.99;;;;3,00E+13;30392422;N;B5;0;B;;5
Atlas voor avonturiers;Sheppard, Sarah;JIJ;Jeugd info: landen;9+ - rood;LAATL;16.99;;;;3,00E+13;30282424;N;B5;0;B;;5
Atletiek : de loopnummers;Gifford, Clive;JIO;Jeugd info: vrije tijd - kunst;;VRSPO;13.00;;;;PI050601X;3820032;N;B5;0;B;;5
Atletiek op de Olympische Spelen;Amstutz, Lisa J.;JIO;Jeugd info: vrije tijd - kunst;;VRSPO;19.00;;;;3,00E+13;12389086;N;B5;0;B;;5
Atta;Janzing, Jolien;JFB;Jeugd fictie 9-11 jaar;;;15.99;;;JANZ;3,00E+13;30483903;N;B4;0;B;;4
Atta;Janzing, Jolien;JFB;Jeugd fictie 9-11 jaar;;;15.99;;;JANZ;3,00E+13;30483911;N;B4;0;B;;4
Atta;Janzing, Jolien;JFB;Jeugd fictie 9-11 jaar;;;15.99;;;JANZ;3,00E+13;30483898;N;B4;0;B;;4
Atta;Janzing, Jolien;JFB;Jeugd fictie 9-11 jaar;;;15.99;    ;;JANZ;3,00E+13;29005650;N;B4;0;B;;4
Atta;Janzing, Jolien;JFB;Jeugd fictie 9-11 jaar rood;;;15.99;;;JANZ;3,00E+13;30219195;N;B4;0;A;;4
Atta;Janzing, Jolien;JFB;Jeugd fictie 9-11 jaar rood;;;15.99;;;JANZ;3,00E+13;30997634;N;B4;0;B;;4
Atta;Janzing, Jolien;JFB;Jeugd fictie 9-11 jaar rood;;;15.99;;;JANZ;3,00E+13;29037856;N;B4;0;U;;4
Attack of the Blorks;Midam;SJB;Strips jeugd 9-11 jaar;Game Over;;7.50;    ;;;3,00E+13;17774332;N;S4;0;U;;4
Attack of the Blorks;Midam;SJB;Strips jeugd 9-11 jaar;Game Over;;7.50;    ;;;3,00E+13;17774214;N;S4;0;U;;4
Aude;Dieltiens, Kristien;JFC;Jeugd fictie 12-14 jaar blauw;DIEL;;19.95;;;;NA1041444;3578613;N;B4;0;B;;4
Auguste Rodin;Tames, Richard;JIO;Jeugd info: vrije tijd - kunst;;VRKUN;10.00;;;;PI0632325;4615725;N;B5;0;B;;5
Augustus;Lord, Gabrielle;JFC;Jeugd fictie 12-14 jaar;LORD;;9.95;;;;PI0537454;4091393;N;B4;0;B;;4
Auntie Pasta's fraction game;;GEJ;Spellen jeugd;;;14.95;;;;3,00E+13;7716999;N;LN;0;B;;4
Aurora;Tijsinger, Ellen;JFC;Jeugd fictie 12-14 jaar blauw;TIJS;;13.95;;;;NA0552836;2982195;N;B4;0;B;;4
Australië;Bingham, Jane;JIJ;Jeugd info: landen;;LANDA;11.00;;;;PI0631590;3922802;N;B5;0;B;;5
Australië;Colson, Mary;JIJ;Jeugd info: landen;;LANDA;0.00;;;;NA1083848;5595730;N;B5;0;B;;5
Australië;Colson, Mary;JIJ;Jeugd info: landen;;LANDA;19.00;;;;PI0754005;5595731;N;B5;0;B;;5
Australië;Hill, Valerie;JIJ;Jeugd info: landen;;LANDA;0.00;;;;NA0495506;2896169;N;B5;0;B;;5
Australië;Keys, Jane;JIJ;Jeugd info: landen;;LANDA;0.00;;;;NA0332054;2821309;N;B5;0;B;;5
Australië;Pickwell, Linda;JIJ;Jeugd info: landen;;LANDA;10.00;;;;PI0632147;3708424;N;B5;0;A;;5
Australië : alles wat je altijd al wilde weten;Scott, Janine;JIJ;Jeugd info: landen;;LANDA;14.99;;;;PI0629553;4822642;N;B5;0;B;;5
Australië : alles wat je altijd al wilde weten;Scott, Janine;JIJ;Jeugd info: landen;;LANDA;14.99;    ;;;NA0907103;4822639;N;B5;0;B;;5
Australië en het Grote Oceaangebied;Cooke, Tim;JIK;Jeugd info: geschiedenis;;GEONT;19.00;;;;PI0672637;5296720;N;B5;0;B;;5
Australië, Oceanië en Antarctica;Darian-Smith, Kate;JIJ;Jeugd info: landen;;LADEL;16.00;;;;PI0722642;5526644;N;B5;0;B;;5
Australië, Oceanië en Antarctica;Darian-Smith, Kate;JIJ;Jeugd info: landen;;LADEL;16.00;    ;;;NA0666750;3728806;N;B5;0;B;;5
Auto-racen;Arnoldussen, Lucas;JIG;Jeugd info: verkeer;;VEAUT;12.00;    ;;;NA1108190;6227261;N;B5;0;B;;5
Auto's, treinen & vliegtuigen : de encyclopedie van alle vaar- en;Gifford, Clive;JIG;Jeugd info: verkeer;;VEVER;19.95;;;;PI0756113;5710510;N;B5;0;U;;5
Auto's, treinen & vliegtuigen : de encyclopedie van alle vaar- en;Gifford, Clive;JIG;Jeugd info: verkeer;9+ - rood;VEVER;19.95;;;;NA1081616;5710507;N;B5;0;U;;5
Autobiografie : Boy & Solo 1916-1941;Dahl, Roald;JFC;Jeugd fictie 12-14 jaar blauw;DAHL;;19.99;;;;NA1140051;5567898;N;B4;0;B;;4
Autocoureur : stap voor stap een raceauto leren besturen;Chapman, Giles;JIG;Jeugd info: verkeer;;VEAUT;14.95;;;;PI067270X;5270331;N;B5;0;U;;5
Autosport : hi-tech;Kenney, Karen Latchana;JIG;Jeugd info: verkeer;;VEAUT;13.00;;;;PI0717819;5598117;N;B5;0;B;;5
Autumn and the black jaguar;De Maistre, Gilles;FSJ;Speelfilms jeugd;;;19.99;;;AUTU;3,00E+13;31208115;N;D4;6;B;;4
Ava en het gesponnen poezenweb;Poelmann, Marieke;JFB;Jeugd fictie 9-11 jaar;;;15.99;;;POEL;3,00E+13;13176063;N;B4;0;B;;4
Avalon;Biddeloo, Karel;SJB;Strips jeugd 9-11 jaar;Rode Ridder;;0.00;    ;;;NA0212784;6447561;N;S4;0;B;;4
Avondrood;Ceyssens, Bes;YF0;Jongeren fictie grijs;;;16.95;    ;HIV;CEYS;3,00E+13;17659100;N;B4;0;B;;4
Avonturen;Cousins, Lucy;FSJ;Speelfilms jeugd;AVON;;10.95;;;;PI0693480;4170083;N;D4;0;B;;4
Avonturen in de stad;Denton, Terry;JFA;Jeugd fictie 7-8 jaar geel;DENT;;12.50;;;;NA1118862;6281876;N;B4;0;U;;4
Avonturen in elektronika;Leloup, Roger;SJC;Strips jeugd 12-14 jaar;Yoko Tsuno;;4.09;    ;;;NA0392898;3042661;N;S4;0;B;;4
Avonturen uit een niet-zo-perfect leven;Russell, Rachel Renée;JFB;Jeugd fictie 9-11 jaar rood;;;10.00;;;RUSS;3,00E+13;32068061;N;B4;0;F;;4
Avonturen uit een niet-zo-perfect leven;Russell, Rachel Renée;JFB;Jeugd fictie 9-11 jaar rood;RUSS;;14.95;;;;NA0825506;4732537;N;B4;0;U;;4
Avonturen van de dappere ridster;Schotveld, Janneke;JFA;Jeugd fictie 7-8 jaar geel;;;14.99;    ;VOO;SCHO;3,00E+13;22861198;N;B4;0;B;;4
Avonturen van een ridderpaard;Knister;JFA;Jeugd fictie 7-8 jaar geel;KNIS;;12.95;;;;NA086675X;4929550;N;B4;0;B;;4
Avonturen van een Roblox-ster;Jacobs, Annet;JFA;Jeugd fictie 7-8 jaar geel;;;13.99;;;JACO;3,00E+13;30193950;N;B4;0;U;;4
Avonturen van een superloser;Collins, Tim;JFB;Jeugd fictie 9-11 jaar rood;COLL;;14.99;;;;NA1035290;5677472;N;B4;0;B;;4
Avonturiers van de wereld : een reis rond de wereld met de moedig;Royer, Anne;JFB;Jeugd fictie 9-11 jaar rood;ROYE;;19.95;;;;NA0739855;4158099;N;B4;0;B;;4
Avontuur in Amerika;Van de Coolwijk, Marion;JM0;Jeugd makkelijk lezen;COOL;;13.95;;;;PI0576697;3849339;N;B4;0;B;;4
Avontuur in Australië;Tome;SJB;Strips jeugd 9-11 jaar;Robbedoes en Kwabbernoot;;2.48;;;;NA0447536;4563659;N;S4;0;U;;4
Avontuur in de 21ste eeuw;Bouden, Tom;SJB;Strips jeugd 9-11 jaar;Kroepie en Boelie Boemboem ;;6.95;    ;;;NA0807621;4311326;N;S4;0;B;;4
Avontuur in het donker;Auer, Margit;JFB;Jeugd fictie 9-11 jaar;;;12.99;;;AUER;3,00E+13;13039780;N;B4;0;B;;4
Avontuur in het donker;Auer, Margit;JFB;Jeugd fictie 9-11 jaar rood;;;12.99;;;AUER;3,00E+13;13024330;N;B4;0;B;;4
Avontuur onder nul;Leemans, Hec;SJB;Strips jeugd 9-11 jaar;FC Vertongen en Co;;5.99;    ;;;NA0897981;5412567;N;S4;0;U;;4
Avontuur onder nul;Leemans, Hec;SJB;Strips jeugd 9-11 jaar;FC Vertongen en Co;;6.50;    ;;;3,00E+13;7709241;N;S4;0;U;;4
Avontuur onder nul;Leemans, Hec;SJB;Strips jeugd 9-11 jaar;FC Vertongen en Co;;6.50;    ;;;NA1119532;5412568;N;S4;0;A;;4
Avontuur op het pony-eiland;Knister;JFA;Jeugd fictie 7-8 jaar geel;KNIS;;9.99;;;;NA1145177;5888380;N;B4;0;B;;4
Ay Ramon!;Coninx, Stijn;FSJ;Speelfilms jeugd;AY R;;15.95;;;;3,00E+13;5741096;N;D4;0;B;;4
Aydin : het waargebeurde verhaal van een beloega;Koens, Olaf;JFA;Jeugd fictie 7-8 jaar geel;;;16.99;;;KOEN;3,00E+13;21638338;N;B4;0;B;;4
Ayla's vlucht;Boonen, Karen;JIN;Jeugd info: dagelijks leven;;DASAM;23.90;;;;PI0817805;6113975;N;B4;0;B;;5
Azië;Bowden, Rob;JIJ;Jeugd info: landen;;LADEL;16.00;;;;PI0722634;5526621;N;B5;0;B;;5
Azië;Bowden, Rob;JIJ;Jeugd info: landen;;LADEL;16.00;    ;;;NA0681032;3445933;N;B5;0;B;;5
Azië;Ganeri, Anita;JIJ;Jeugd info: landen;;LADEL;10.00;;;;PI0503800;3729923;N;B5;0;B;;5
Azië;Gogerly, Liz;JIJ;Jeugd info: landen;;LADEL;20.50;;;;3,00E+13;27801988;N;B5;0;B;;5
Azië : alles wat je altijd al wilde weten;Hynes, Margaret;JIJ;Jeugd info: landen;;LADEL;14.99;;;;NA090709X;5421557;N;B5;0;B;;5
Azië : alles wat je altijd al wilde weten;Hynes, Margaret;JIJ;Jeugd info: landen;;LADEL;14.99;;;;PI0672556;5421560;N;B5;0;B;;5
Azteken;Baquedano, Elizabeth;JIJ;Jeugd info: landen;;LAIND;0.00;;;;PI0099546;2625095;N;B5;0;B;;5
Azteken;Baquedano, Elizabeth;JIJ;Jeugd info: landen;12+ - blauw;LAVOL;0.00;    ;;;NA0083399;2625094;N;B5;0;B;;5
Azur & Asmar;Ocelot, Michel;FSJ;Speelfilms jeugd;AZUR;;18.95;;;;PI0599263;4628326;N;D4;0;B;;4
B.I.B : boekenbende in de bib;Van Ranst, Do;JIP;Jeugd info: taal;;TABOE;0.00;;;;NA1160028;5908866;N;B5;0;B;;4
Baas boven baas;Merho;SJB;Strips jeugd 9-11 jaar;Kiekeboes;;0.00;    ;;;NA081556X;3243930;N;S4;0;A;;4
Baas boven baas;Merho;SJB;Strips jeugd 9-11 jaar;Kiekeboes;;4.50;    ;;;NA0845744;3243928;N;S4;0;B;;4
Baas boven baas;Merho;SJB;Strips jeugd 9-11 jaar;Kiekeboes;;5.95;    ;;;3,00E+13;14628847;N;S4;0;B;;4
Baas boven baas;Merho;SJB;Strips jeugd 9-11 jaar;Kiekeboes;;6.50;    ;;;3,00E+13;14751425;N;S4;0;U;;4
Baas boven baas;Peirce, Lincoln;JFB;Jeugd fictie 9-11 jaar;;;16.50;;;PEIR;3,00E+13;7730938;N;B4;0;B;;4
Baas in eigen bos;Allers, Roger;FSJ;Speelfilms jeugd;BAAS;;16.95;;;;NA0909637;3340517;N;D4;6;A;;2
Baas in eigen bos & Baas in eigen bos 2;O'Callaghan, Matthew;FSJ;Speelfilms jeugd;;;7.34;;;BAAS;3,00E+13;17512450;N;D4;0;B;;4
Baas in eigen bos 3;Cameron, Cody;FSJ;Speelfilms jeugd;;;7.02;;;BAAS;3,00E+13;17178151;N;D4;0;B;;4
Baas in eigen bos 3;Cameron, Cody;FSJ;Speelfilms jeugd;BAAS;;9.09;;;;NA093741X;4222316;N;D4;0;B;;2
Baas in eigen bos 4;Feiss, David;FSJ;Speelfilms jeugd;;;9.98;;;BAAS;3,00E+13;17178115;N;D4;6;B;;4
Baas van de wereld;Koolwijk, Pieter;JFB;Jeugd fictie 9-11 jaar;;;15.99;;;KOOL;3,00E+13;30457975;N;B4;0;B;;4
Babbelspel junior : spelenderwijs inzicht krijgen in sociale en v;;GEJ;Spellen jeugd;;;65.00;;;;3,00E+13;5488831;N;LN;0;B;;5
Babbelspel junior : spelenderwijs inzicht krijgen in sociale en v;;GEJ;Spellen jeugd;;;65.00;;;;NA1145983;5488830;N;LN;0;U;;5
Babel;De Leeuw, Jan;YF0;Adolescenten;LEEU;;24.95;;;;PI071948X;5496256;N;BA;0;A;;4
Babette;Hermann;SJC;Strips jeugd 12-14 jaar;Schemerwoude (De torens van);;0.00;    ;;;NA0266809;3439181;N;S4;0;B;;4
Babilu gaat slapen;;FSJ;Speelfilms jeugd;BUMB;;14.07;;;;NA0856401;5064880;N;D4;0;B;;2
Baby Beethoven : plezier met muziek;;FSJ;Speelfilms jeugd;BABY;;9.99;;;;PI0431214;2987756;N;D4;0;B;;5
Baby Blue;Cauvin, Raoul;SJB;Strips jeugd 9-11 jaar;Blauwbloezen;;4.50;    ;;;NA0501492;6417361;N;S4;0;B;;4
Baby prinz;Franquin, André;SJA;Strips jeugd 6-8 jaar;Marsupilami;;4.20;    ;;;NA0472972;2883950;N;S4;0;B;;4
Baby Shakespeare : een wereld van gedichtjes;;FSJ;Speelfilms jeugd;BABY;;15.00;;;;NA0909742;3321347;N;D4;0;B;;3
Baby Van Gogh : allemaal kleurtjes;;FSJ;Speelfilms jeugd;BABY;;0.00;;;;NA0937037;2987711;N;D4;0;B;;3
Baby Vertongen;Leemans, Hec;SJB;Strips jeugd 9-11 jaar;FC De Kampioenen;;4.95;    ;;;NA0640298;3539873;N;S4;0;U;;4
Baby Vertongen;Leemans, Hec;SJB;Strips jeugd 9-11 jaar;FC De Kampioenen;;5.95;    ;;;NA0904333;3539874;N;S4;0;U;;4
Baby Vertongen;Leemans, Hec;SJB;Strips jeugd 9-11 jaar;FC De Kampioenen;;7.25;    ;;;3,00E+13;22964705;N;S4;0;U;;4
Baby-smurf wil een beer;Peyo;SJA;Strips jeugd 6-8 jaar;De smurfen;;0.00;;;;NA023415X;2751109;N;S4;0;U;;4
Baby-smurf wil een beer;Peyo;SJA;Strips jeugd 6-8 jaar;De smurfen;;5.25;;;;NA0956880;2751108;N;S4;0;U;;4
Baby's op de boerderij;De la Bédoyère, Camilla;JIH;Jeugd info: natuur;6+ - geel;NABOE;11.95;;;;NA1163000;5914145;N;B5;0;B;;4
Babydieren in de oceaan;Ridley, Sarah;JIH;Jeugd info: natuur;6+ - geel;NAZEZ;16.50;;;;3,00E+13;29220519;N;B5;0;B;;5
Babydieren in de sneeuw;Ridley, Sarah;JIH;Jeugd info: natuur;6+ - geel;NADIE;16.50;;;;3,00E+13;29220433;N;B5;0;B;;5
Babydieren in het regenwoud;Ridley, Sarah;JIH;Jeugd info: natuur;6+ - geel;NAOER;16.50;;;;3,00E+13;29220479;N;B5;0;B;;5
Babydieren op de boerderij;Ridley, Sarah;JIH;Jeugd info: natuur;6+ - geel;NABOE;16.50;;;;3,00E+13;29220262;N;B5;0;B;;5
Babydieren uit het ei;Burton, Robert;JIH;Jeugd info: natuur;;NAGED;15.99;;;;3,00E+13;28569604;N;B5;0;B;;5
